category,question,answer,original_question
informations_generales,êtes vous !,"IFOAD-UJKZ est un institut de formation en ligne proposant des cursus dans le numérique, le management et le digital avec des diplômes reconnus par l'État.",qui êtes vous
informations_generales,savoir êtes vous,"IFOAD-UJKZ est un institut de formation en ligne proposant des cursus dans le numérique, le management et le digital avec des diplômes reconnus par l'État.",qui êtes vous
informations_generales,j'aimerais connaître êtes vous,"IFOAD-UJKZ est un institut de formation en ligne proposant des cursus dans le numérique, le management et le digital avec des diplômes reconnus par l'État.",qui êtes vous
informations_generales,êtes vous?,"IFOAD-UJKZ est un institut de formation en ligne proposant des cursus dans le numérique, le management et le digital avec des diplômes reconnus par l'État.",qui êtes vous
informations_generales,êtes vous,"IFOAD-UJKZ est un institut de formation en ligne proposant des cursus dans le numérique, le management et le digital avec des diplômes reconnus par l'État.",qui êtes vous
informations_generales,je veux savoir êtes vous,"IFOAD-UJKZ est un institut de formation en ligne proposant des cursus dans le numérique, le management et le digital avec des diplômes reconnus par l'État.",qui êtes vous
informations_generales,quel est le vision ifoad,"Notre vision est de devenir le leader de la formation à distance en Afrique francophone, en offrant des formations de qualité accessibles à tous.",quelle est la vision de l'ifoad
informations_generales,donne moi vision ifoad,"Notre vision est de devenir le leader de la formation à distance en Afrique francophone, en offrant des formations de qualité accessibles à tous.",quelle est la vision de l'ifoad
informations_generales,quelle vision ifoad,"Notre vision est de devenir le leader de la formation à distance en Afrique francophone, en offrant des formations de qualité accessibles à tous.",quelle est la vision de l'ifoad
informations_generales,quelle vision ifoad?,"Notre vision est de devenir le leader de la formation à distance en Afrique francophone, en offrant des formations de qualité accessibles à tous.",quelle est la vision de l'ifoad
informations_generales,quelle vision ifoad !,"Notre vision est de devenir le leader de la formation à distance en Afrique francophone, en offrant des formations de qualité accessibles à tous.",quelle est la vision de l'ifoad
informations_generales,quel vision ifoad,"Notre vision est de devenir le leader de la formation à distance en Afrique francophone, en offrant des formations de qualité accessibles à tous.",quelle est la vision de l'ifoad
informations_generales,savoir quelle vision ifoad,"Notre vision est de devenir le leader de la formation à distance en Afrique francophone, en offrant des formations de qualité accessibles à tous.",quelle est la vision de l'ifoad
informations_generales,je veux savoir quelle vision ifoad,"Notre vision est de devenir le leader de la formation à distance en Afrique francophone, en offrant des formations de qualité accessibles à tous.",quelle est la vision de l'ifoad
informations_generales,donne moi la vision ifoad,"Notre vision est de devenir le leader de la formation à distance en Afrique francophone, en offrant des formations de qualité accessibles à tous.",quelle est la vision de l'ifoad
informations_generales,j'aimerais connaître quelle vision ifoad,"Notre vision est de devenir le leader de la formation à distance en Afrique francophone, en offrant des formations de qualité accessibles à tous.",quelle est la vision de l'ifoad
informations_generales,donne moi mission ifoad,Notre mission est de démocratiser l'accès à l'enseignement supérieur grâce aux technologies numériques et de former des professionnels compétents pour le marché du travail.,quelle est la mission de l'ifoad
informations_generales,quelle mission ifoad,Notre mission est de démocratiser l'accès à l'enseignement supérieur grâce aux technologies numériques et de former des professionnels compétents pour le marché du travail.,quelle est la mission de l'ifoad
informations_generales,je veux savoir quelle mission ifoad,Notre mission est de démocratiser l'accès à l'enseignement supérieur grâce aux technologies numériques et de former des professionnels compétents pour le marché du travail.,quelle est la mission de l'ifoad
informations_generales,quelle mission ifoad !,Notre mission est de démocratiser l'accès à l'enseignement supérieur grâce aux technologies numériques et de former des professionnels compétents pour le marché du travail.,quelle est la mission de l'ifoad
informations_generales,quel est le mission ifoad,Notre mission est de démocratiser l'accès à l'enseignement supérieur grâce aux technologies numériques et de former des professionnels compétents pour le marché du travail.,quelle est la mission de l'ifoad
informations_generales,quel mission ifoad,Notre mission est de démocratiser l'accès à l'enseignement supérieur grâce aux technologies numériques et de former des professionnels compétents pour le marché du travail.,quelle est la mission de l'ifoad
informations_generales,savoir quelle mission ifoad,Notre mission est de démocratiser l'accès à l'enseignement supérieur grâce aux technologies numériques et de former des professionnels compétents pour le marché du travail.,quelle est la mission de l'ifoad
informations_generales,donne moi la mission ifoad,Notre mission est de démocratiser l'accès à l'enseignement supérieur grâce aux technologies numériques et de former des professionnels compétents pour le marché du travail.,quelle est la mission de l'ifoad
informations_generales,j'aimerais connaître quelle mission ifoad,Notre mission est de démocratiser l'accès à l'enseignement supérieur grâce aux technologies numériques et de former des professionnels compétents pour le marché du travail.,quelle est la mission de l'ifoad
informations_generales,quelle mission ifoad?,Notre mission est de démocratiser l'accès à l'enseignement supérieur grâce aux technologies numériques et de former des professionnels compétents pour le marché du travail.,quelle est la mission de l'ifoad
informations_generales,j'aimerais connaître valeurs ifoad,"Excellence académique, Innovation pédagogique, Accessibilité, Professionnalisme et Engagement envers la réussite étudiante.",valeurs de l'ifoad
informations_generales,valeurs ifoad,"Excellence académique, Innovation pédagogique, Accessibilité, Professionnalisme et Engagement envers la réussite étudiante.",valeurs de l'ifoad
informations_generales,savoir valeurs ifoad,"Excellence académique, Innovation pédagogique, Accessibilité, Professionnalisme et Engagement envers la réussite étudiante.",valeurs de l'ifoad
informations_generales,je veux savoir valeurs ifoad,"Excellence académique, Innovation pédagogique, Accessibilité, Professionnalisme et Engagement envers la réussite étudiante.",valeurs de l'ifoad
informations_generales,valeurs ifoad?,"Excellence académique, Innovation pédagogique, Accessibilité, Professionnalisme et Engagement envers la réussite étudiante.",valeurs de l'ifoad
informations_generales,valeurs ifoad !,"Excellence académique, Innovation pédagogique, Accessibilité, Professionnalisme et Engagement envers la réussite étudiante.",valeurs de l'ifoad
informations_generales,avantages ifoad !,"Flexibilité des horaires, Accessibilité depuis n'importe où, Formations adaptées au marché, Encadrement personnalisé et Diplômes reconnus.",avantages de l'ifoad
informations_generales,savoir avantages ifoad,"Flexibilité des horaires, Accessibilité depuis n'importe où, Formations adaptées au marché, Encadrement personnalisé et Diplômes reconnus.",avantages de l'ifoad
informations_generales,avantages ifoad?,"Flexibilité des horaires, Accessibilité depuis n'importe où, Formations adaptées au marché, Encadrement personnalisé et Diplômes reconnus.",avantages de l'ifoad
informations_generales,j'aimerais connaître avantages ifoad,"Flexibilité des horaires, Accessibilité depuis n'importe où, Formations adaptées au marché, Encadrement personnalisé et Diplômes reconnus.",avantages de l'ifoad
informations_generales,je veux savoir avantages ifoad,"Flexibilité des horaires, Accessibilité depuis n'importe où, Formations adaptées au marché, Encadrement personnalisé et Diplômes reconnus.",avantages de l'ifoad
informations_generales,avantages ifoad,"Flexibilité des horaires, Accessibilité depuis n'importe où, Formations adaptées au marché, Encadrement personnalisé et Diplômes reconnus.",avantages de l'ifoad
